index;label;degree_in;degree_out;degree_total;weight;compound_type;domain
1248;b1588;0;1;1;89986.0387;protein;all
1118;b1489;0;1;1;90259.3349;protein;all
1223;b0894;0;1;1;90397.6071;protein;all
1765;b0197 * b0198 * b0199;1;1;2;90474.9825;assembly;all
629;b3417;0;5;5;90521.2686;protein;all
1596;b3785 * b3793;1;1;2;91005.2739;assembly;all
1468;b0933 * b0934 * b0936;1;1;2;91220.1461;assembly;all
954;b4041;0;7;7;91380.3649;protein;all
1324;b0158 * b1709 * b1711;1;1;2;91396.2282;assembly;all
1776;b0763 * b0764 * b0765;1;1;2;91404.317;assembly;all
1472;b0365 * b0366 * b0367;1;1;2;92373.5946;assembly;all
1066;b2206;0;1;1;93040.9282;protein;all
1212;b3365;0;1;1;93120.2686;protein;all
982;b3428;0;2;2;93171.4122;protein;all
511;b0118;0;3;3;93497.015;protein;all
1033;b3396;0;5;5;93635.031;protein;all
1032;b0149;0;5;5;94291.4317;protein;all
1279;b0997;0;1;1;94454.8035;protein;all
1063;b2710 * b2711;1;1;2;95636.6875;assembly;all
1499;b2697;0;1;1;96031.257;protein;all
1399;b1241;0;2;2;96126.0894;protein;all
1520;b0642;0;1;1;97232.6634;protein;all
1117;b3806;0;1;1;97584.8332;protein;all
731;b1276;0;2;2;97676.0683;protein;all
1911;b3577 * b3578 * b3579;1;1;2;98852.9335;assembly;all
721;b0932;0;2;2;98917.745;protein;all
743;b0615 * b0616 * b0617;1;1;2;98970.5015;assembly;all
675;b3956;0;1;1;99061.4335;protein;all
1766;b4242;0;2;2;99465.3217;protein;all
984;b0114;0;1;1;99667.2782;protein;all
1109;b2895 * b4238;1;0;1;99721.5824;assembly;all
1111;b0684 * b4238;1;1;2;99758.3301;assembly;all
1661;b2092 * b2093 * b2094 * b2415 * b2416;1;1;2;99827.5655;assembly;all
617;b0732;0;1;1;100013.829;protein;all
1202;b2283;0;1;1;100298.0542;protein;all
1157;b0978 * b0979;1;1;2;100342.5079;assembly;all
1160;b0733 * b0734;1;1;2;100657.0103;assembly;all
1167;b2994 * b2997;1;1;2;102141.9879;assembly;all
1187;b1602 * b1603;1;1;2;103345.2608;assembly;all
1519;b0026;0;1;1;104295.6111;protein;all
928;b2903;0;1;1;104375.1855;protein;all
734;b0726;0;1;1;105060.4808;protein;all
1214;b3365 * b3366;1;1;2;105404.1302;assembly;all
1415;b2306 * b2307 * b2308 * b2310;1;1;2;108162.4272;assembly;all
1540;b4258;0;1;1;108191.0891;protein;all
1709;b2306 * b2307 * b2308 * b2309;1;1;2;108654.1401;assembly;all
1067;b2203 * b2206;1;2;3;109337.2896;assembly;all
469;if2;0;1;1;110520;protein;all
298;gdp * if2;1;1;2;110963;assembly;all
289;gtp * if2;2;3;5;111043;assembly;all
1717;b3266;0;1;1;111453.0688;protein;all
1517;b3559 * b3560;1;1;2;111585.9795;assembly;all
1436;b0652 * b0653 * b0654 * b0655;1;1;2;112497.3594;assembly;all
1312;b3894;0;1;1;112548.0893;protein;all
1306;b1474;0;1;1;112962.0291;protein;all
515;b0902 * b0903;1;1;2;113560.2305;assembly;all
519;b0902 * b3114;1;1;2;114138.515;assembly;all
1560;b1263 * b1264;1;1;2;114363.0886;assembly;all
1349;b0575;0;1;1;114705.7487;protein;all
615;b0344;0;1;1;116481.4806;protein;all
1080;b2675 * b2676;1;4;5;116920.8464;assembly;all
1512;b2677 * b2678 * b2679;1;1;2;117803.6227;assembly;all
683;b0033;0;1;1;117840.3704;protein;all
1266;b0721 * b0722 * b0723 * b0724;1;1;2;118357.09;assembly;all
1439;b3951 * b3952;1;1;2;118388.0451;assembly;all
745;b0614 * b0615 * b0616 * b0617;1;1;2;119240.6269;assembly;all
1877;b0066 * b0067 * b0068;1;1;2;120694.2819;assembly;all
729;b4151 * b4152 * b4153 * b4154;1;1;2;121215.3015;assembly;all
1385;b4086 * b4087 * b4088;1;1;2;123969.0109;assembly;all
1530;b1713 * b1714;1;1;2;124208.4409;assembly;all
1404;b1900 * b1901 * b4460;1;1;2;124768.5989;assembly;all
1084;b2675 * b2676 * b3610;1;1;2;126058.245;assembly;all
1082;b0849 * b2675 * b2676;1;1;2;126605.5836;assembly;all
576;b2538 * b2539 * b2540 * b2542;1;1;2;126993.9389;assembly;all
1651;b2148 * b2149 * b2150;1;1;2;127676.4675;assembly;all
517;b0902 * b0903 * b2579;1;1;2;127844.2386;assembly;all
1534;b0886 * b0887;1;1;2;127974.7553;assembly;all
1277;b1872 * b1873;1;1;2;129248.9309;assembly;all
1087;b2234 * b2235;1;2;3;129291.01;assembly;all
1149;b2866 * b2867 * b2868;1;1;2;129797.9117;assembly;all
1081;b1654 * b2675 * b2676;1;1;2;129799.4631;assembly;all
873;b2763 * b2764;1;1;2;130266.3523;assembly;all
1615;b4287 * b4288 * b4289 * b4290;1;1;2;130359.701;assembly;all
1421;b0860 * b0861 * b0862 * b0863 * b0864;1;1;2;131910.38;assembly;all
1410;b0151 * b0152 * b0153;1;1;2;132306.2534;assembly;all
1069;b2202 * b2203 * b2206;1;1;2;132437.6037;assembly;all
1816;b3725 * b3726 * b3727 * b3728;1;1;2;132492.3938;assembly;all
1622;b0588 * b0589 * b0590 * b0592;1;1;2;132847.0938;assembly;all
1906;b3566 * b3567 * b3568;1;1;2;133233.7261;assembly;all
1484;b2128 * b2129 * b2130 * b2131;1;1;2;133685.2366;assembly;all
1057;b4070 * b4071 * b4072 * b4073;1;1;2;134025.6336;assembly;all
1164;b0972 * b0973 * b0974;1;1;2;134530.5473;assembly;all
1233;b0185 * b2316 * b3255 * b3256;1;1;2;134569.9215;assembly;all
1849;b3748 * b3749 * b3750 * b3751;1;1;2;134734.8276;assembly;all
300;gtp * if2 * imettrna;1;2;3;135908.7;assembly;all
1010;b4019;0;1;1;135995.4316;protein;all
1331;b1252 * b3005 * b3006 * b3966;1;1;2;136314.0568;assembly;all
506;b2979 * b4467 * b4468;1;1;2;137281.279;assembly;all
1280;b0996 * b0997;1;1;2;138060.8749;assembly;all
1859;b2415 * b2416 * b2702 * b2703 * b2704;1;1;2;139895.9652;assembly;all
1178;b1468;0;1;1;140225.0188;protein;all
1180;b1224;0;1;1;140487.7403;protein;all
1781;b2422 * b2423 * b2424 * b3917;1;1;2;140545.8801;assembly;all
1770;b2415 * b2416 * b3599;1;1;2;140651.833;assembly;all
1287;b2415 * b2416 * b2417 * b2429;1;1;2;140732.5389;assembly;all
1730;b1291 * b3290 * b3849;1;1;2;140986.5361;assembly;all
1274;b0679 * b2415 * b2416;1;1;2;141026.4238;assembly;all
1088;b2234 * b2235 * b3781;1;1;2;141097.4919;assembly;all
1083;b1064 * b2675 * b2676;1;1;2;141270.7667;assembly;all
1379;b2557;0;1;1;141401.0628;protein;all
1783;b2422 * b2423 * b2424 * b2425;1;1;2;141501.138;assembly;all
1272;b1101 * b2415 * b2416 * b2417;1;1;2;141607.1182;assembly;all
1626;b1252 * b3005 * b3006 * b2155;1;1;2;141802.6109;assembly;all
1728;b1291 * b1363 * b3290;1;1;2;141970.578;assembly;all
836;b0586;0;1;1;141989.2243;protein;all
1888;b2415 * b2416 * b2417 * b4240;1;1;2;142011.3385;assembly;all
1829;b1123 * b1124 * b1125 * b1126;1;1;2;142066.534;assembly;all
1752;b0731 * b2415 * b2416;1;1;2;142347.4309;assembly;all
1834;b1440 * b1441 * b1442 * b1443;1;1;2;142416.0266;assembly;all
687;b1014;0;2;2;143813.4336;protein;all
1192;b0429 * b0430 * b0431 * b0432;1;1;2;143929.6205;assembly;all
1226;b0894 * b0895 * b0896;1;1;2;144092.2266;assembly;all
1089;b2234 * b2235 * b2582;1;1;2;144845.6149;assembly;all
1108;b2895 * b3924 * b4237 * b4238;1;1;2;144917.9162;assembly;all
1112;b0684 * b3924 * b4237 * b4238;1;0;1;144954.6639;assembly;all
1669;b1621 * b2415 * b2416 * b2417;1;1;2;147557.522;assembly;all
1220;b2241 * b2242 * b2243;1;1;2;148421.8662;assembly;all
1824;b0854 * b0855 * b0856 * b0857;1;1;2;148798.7143;assembly;all
1507;b1102 * b1252 * b3005 * b3006;1;1;2;149139.4816;assembly;all
1624;b0805 * b1252 * b3005 * b3006;1;1;2;149866.8577;assembly;all
1631;b0584 * b1252 * b3005 * b3006;1;1;2;150013.6974;assembly;all
1628;b0150 * b1252 * b3005 * b3006;1;1;2;150089.0671;assembly;all
1429;b2415 * b2416 * b4193 * b4194 * b4195;1;1;2;151550.1398;assembly;all
1724;b0696 * b0697 * b0698;1;1;2;151653.6336;assembly;all
1647;b3450 * b3451 * b3452 * b3453;1;1;2;152734.1834;assembly;all
1718;b3265 * b3266;1;1;2;152770.2272;assembly;all
1617;b1252 * b3005 * b3006 * b4291;1;1;2;153228.359;assembly;all
684;b0032 * b0033;1;1;2;159270.8807;assembly;all
1844;b4227 * b4230 * b4231 * b4485;1;1;2;160239.3826;assembly;all
933;b3212;0;1;1;163295.057;protein;all
1285;b1817 * b1818 * b1819 * b2415 * b2416;1;1;2;166318.08;assembly;all
1639;b2167 * b2169 * b2415 * b2416;1;1;2;169846.1792;assembly;all
1313;b3892 * b3893 * b3894;1;1;2;170254.1962;assembly;all
1309;b1474 * b1475 * b1476;1;1;2;170568.6332;assembly;all
1299;b3731 * b3732 * b3733 * b3734 * b3735;1;2;3;171523.4148;assembly;all
1360;b3454 * b3455 * b3456 * b3457 * b3460;1;1;2;173063.038;assembly;all
1741;b3454 * b3455 * b3456 * b3457 * b3458;1;1;2;173365.3366;assembly;all
1242;b4032 * b4033 * b4034 * b4035;1;1;2;173614.7583;assembly;all
1792;b3476 * b3477 * b3478 * b3479 * b3480;1;1;2;180868.9949;assembly;all
584;b1198 * b1199 * b1200 * b2415 * b2416;1;1;2;184974.6552;assembly;all
1072;b2202 * b2203 * b2206 * b2204 * b2205;1;1;2;189235.2642;assembly;all
1688;b0829 * b0830 * b0831 * b0832;1;1;2;192886.5725;assembly;all
1372;b1483 * b1484 * b1485 * b1486 * b1487;1;1;2;197675.584;assembly;all
736;b0116 * b0726 * b0727;1;1;2;199759.2349;assembly;all
1049;b1244 * b1245 * b1246 * b1247 * b1329;1;1;2;200748.9629;assembly;all
1052;b1243 * b1244 * b1245 * b1246 * b1247;1;1;2;201747.6863;assembly;all
1366;b3540 * b3541 * b3542 * b3543 * b3544;1;1;2;203501.5647;assembly;all
822;b0423 * b2530 * b3990 * b3991 * b3992 * b4407;1;1;2;204557.5309;assembly;all
931;b0116 * b2903 * b2904 * b2905;1;1;2;209020.3384;assembly;all
935;b3212 * b3213;1;1;2;215309.7674;assembly;all
986;b0114 * b0115 * b0116;1;1;2;216450.4248;assembly;all
1350;b0572 * b0573 * b0574 * b0575;1;1;2;221530.0939;assembly;all
1300;b3731 * b3732 * b3733 * b3734 * b3735 * b3736 * b3737 * b3738;1;1;2;227346.0719;assembly;all
1174;b2719 * b2720 * b2721 * b2722 * b2723 * b2724;1;2;3;232266.0528;assembly;all
1251;b1587 * b1588 * b1589 * b1590;1;1;2;233039.8759;assembly;all
1302;b3731 * b3732 * b3733 * b3734 * b3735 * b3736 * b3737 * b3738 * b3739;1;1;2;240977.6203;assembly;all
1184;b1224 * b1225 * b1226 * b1227;1;1;2;250499.1337;assembly;all
1179;b1465 * b1466 * b1467 * b1468;1;1;2;250960.1989;assembly;all
1454;b2719 * b2720 * b2721 * b2722 * b2723 * b2724 * b4079;1;0;1;311639.0069;assembly;all
86;mRNA;60;0;60;330000;placeholder;all
1451;b2481 * b2482 * b2483 * b2484 * b2485 * b2486 * b2487 * b2488 * b2489 * b2490;1;1;2;388196.6067;assembly;all
1453;b2481 * b2482 * b2483 * b2484 * b2485 * b2486 * b2487 * b2488 * b2489 * b2490 * b4079;1;1;2;467569.5608;assembly;all
341;rRNA16S;1;1;2;479462.3;RNA;all
340;prerRNA16S;0;1;1;508860;assembly;all
1208;b2276 * b2277 * b2278 * b2279 * b2280 * b2281 * b2282 * b2283 * b2284 * b2285 * b2286 * b2287 * b2288;1;1;2;540407.9749;assembly;all
84;30S;61;4;65;791940;assembly;all
391;tier1-30S;1;1;2;791940;assembly;all
394;tier2-30S;1;1;2;791940;assembly;all
404;tier3-30S;1;1;2;791940;assembly;all
303;30S * if3;1;1;2;812503.7;assembly;all
299;30S * if1 * if3;1;1;2;820753.2;assembly;all
353;rRNA23S;1;1;2;903535.6;RNA;all
290;30S * gtp * if2 * if3;1;1;2;923546.7;assembly;all
292;30S * gtp * if1 * if2 * if3;2;1;3;931796.2;assembly;all
352;prerRNA23S;0;1;1;958320;assembly;all
294;30Spic;3;1;4;962293;assembly;all
454;inactiveAsite;1;1;2;1089040;placeholder;all
85;50S;62;2;64;1468560;assembly;all
370;tier1-50S;1;1;2;1468560;assembly;all
374;tier2-50S;1;1;2;1468560;assembly;all
381;tier3-50S;1;1;2;1468560;assembly;all
383;tier4-50S;1;1;2;1468560;assembly;all
296;30Sini;1;1;2;1798560;assembly;all
301;70S;2;3;5;3267120;assembly;all
476;E-site;22;560;582;3267120;placeholder;all
477;A-site;423;45;468;3267120;placeholder;all
1;Asite * mRNAcodonUAG;2;21;23;3268110;assembly;all
70;Asite * mRNAcodonUAA;4;22;26;3268110;assembly;all
74;Asite * mRNAcodonUGA;2;21;23;3268110;assembly;all
110;Asite * mRNAcodonala;1;1;2;3268110;assembly;all
158;Asite * mRNAcodoncys;1;1;2;3268110;assembly;all
165;Asite * mRNAcodonasp;1;1;2;3268110;assembly;all
172;Asite * mRNAcodonglu;1;1;2;3268110;assembly;all
179;Asite * mRNAcodonphe;1;1;2;3268110;assembly;all
186;Asite * mRNAcodongly;1;1;2;3268110;assembly;all
193;Asite * mRNAcodonhis;1;1;2;3268110;assembly;all
200;Asite * mRNAcodonile;1;1;2;3268110;assembly;all
207;Asite * mRNAcodonlys;1;1;2;3268110;assembly;all
214;Asite * mRNAcodonmet;1;1;2;3268110;assembly;all
221;Asite * mRNAcodonleu;1;1;2;3268110;assembly;all
228;Asite * mRNAcodonasn;1;1;2;3268110;assembly;all
235;Asite * mRNAcodonpro;1;1;2;3268110;assembly;all
242;Asite * mRNAcodongln;1;1;2;3268110;assembly;all
249;Asite * mRNAcodonarg;1;1;2;3268110;assembly;all
256;Asite * mRNAcodonser;1;1;2;3268110;assembly;all
263;Asite * mRNAcodonthr;1;1;2;3268110;assembly;all
270;Asite * mRNAcodonval;1;1;2;3268110;assembly;all
277;Asite * mRNAcodontrp;1;1;2;3268110;assembly;all
284;Asite * mRNAcodontyr;1;1;2;3268110;assembly;all
456;70S * rmf;1;1;2;3273627.4;assembly;all
461;70S * pY;1;1;2;3279904.4;assembly;all
416;Asite * trnacys;2;2;4;3290962.1;assembly;all
424;Asite * trnagly;2;2;4;3291118.1;assembly;all
440;Asite * trnagln;2;2;4;3291244;assembly;all
430;Asite * trnalys;2;2;4;3291561.4;assembly;all
420;Asite * trnaglu;2;2;4;3291561.5;assembly;all
446;Asite * trnathr;2;2;4;3291606.5;assembly;all
436;Asite * trnaasn;2;2;4;3291616.4;assembly;all
450;Asite * trnatrp;2;2;4;3291645.5;assembly;all
448;Asite * trnaval;2;2;4;3291666.5;assembly;all
422;Asite * trnaphe;2;2;4;3291668;assembly;all
410;Asite * trnaala;2;2;4;3291707.5;assembly;all
8;Psite * mRNAcodoncys * trnacys;28;28;56;3291952.1;assembly;all
118;Esite * mRNAcodoncys * trnacys;20;1;21;3291952.1;assembly;all
442;Asite * trnaarg;2;2;4;3291972.7;assembly;all
432;Asite * trnamet;2;2;4;3291985.7;assembly;all
418;Asite * trnaasp;2;2;4;3291998.6;assembly;all
438;Asite * trnapro;2;2;4;3292029.7;assembly;all
428;Asite * trnaile;2;2;4;3292038.7;assembly;all
16;Psite * mRNAcodongly * trnagly;28;28;56;3292108.1;assembly;all
126;Esite * mRNAcodongly * trnagly;20;1;21;3292108.1;assembly;all
32;Psite * mRNAcodongln * trnagln;28;28;56;3292234;assembly;all
142;Esite * mRNAcodongln * trnagln;20;1;21;3292234;assembly;all
22;Psite * mRNAcodonlys * trnalys;28;28;56;3292551.4;assembly;all
132;Esite * mRNAcodonlys * trnalys;20;1;21;3292551.4;assembly;all
12;Psite * mRNAcodonglu * trnaglu;28;28;56;3292551.5;assembly;all
122;Esite * mRNAcodonglu * trnaglu;20;1;21;3292551.5;assembly;all
38;Psite * mRNAcodonthr * trnathr;28;28;56;3292596.5;assembly;all
148;Esite * mRNAcodonthr * trnathr;20;1;21;3292596.5;assembly;all
28;Psite * mRNAcodonasn * trnaasn;28;28;56;3292606.4;assembly;all
138;Esite * mRNAcodonasn * trnaasn;20;1;21;3292606.4;assembly;all
42;Psite * mRNAcodontrp * trnatrp;28;28;56;3292635.5;assembly;all
152;Esite * mRNAcodontrp * trnatrp;20;1;21;3292635.5;assembly;all
40;Psite * mRNAcodonval * trnaval;28;28;56;3292656.5;assembly;all
150;Esite * mRNAcodonval * trnaval;20;1;21;3292656.5;assembly;all
14;Psite * mRNAcodonphe * trnaphe;28;28;56;3292658;assembly;all
124;Esite * mRNAcodonphe * trnaphe;20;1;21;3292658;assembly;all
5;Psite * mRNAcodonala * trnaala;28;28;56;3292697.5;assembly;all
116;Esite * mRNAcodonala * trnaala;20;1;21;3292697.5;assembly;all
34;Psite * mRNAcodonarg * trnaarg;28;28;56;3292962.7;assembly;all
144;Esite * mRNAcodonarg * trnaarg;20;1;21;3292962.7;assembly;all
24;Psite * mRNAcodonmet * trnamet;28;28;56;3292975.7;assembly;all
134;Esite * mRNAcodonmet * trnamet;20;1;21;3292975.7;assembly;all
10;Psite * mRNAcodonasp * trnaasp;28;28;56;3292988.6;assembly;all
120;Esite * mRNAcodonasp * trnaasp;20;1;21;3292988.6;assembly;all
30;Psite * mRNAcodonpro * trnapro;28;28;56;3293019.7;assembly;all
140;Esite * mRNAcodonpro * trnapro;20;1;21;3293019.7;assembly;all
20;Psite * mRNAcodonile * trnaile;28;28;56;3293028.7;assembly;all
130;Esite * mRNAcodonile * trnaile;20;1;21;3293028.7;assembly;all
434;Asite * trnaleu;2;2;4;3293502.8;assembly;all
26;Psite * mRNAcodonleu * trnaleu;28;28;56;3294492.8;assembly;all
136;Esite * mRNAcodonleu * trnaleu;20;1;21;3294492.8;assembly;all
426;Asite * trnahis;2;2;4;3294494.2;assembly;all
452;Asite * trnatyr;2;2;4;3294494.2;assembly;all
18;Psite * mRNAcodonhis * trnahis;28;28;56;3295484.2;assembly;all
44;Psite * mRNAcodontyr * trnatyr;28;28;56;3295484.2;assembly;all
128;Esite * mRNAcodonhis * trnahis;20;1;21;3295484.2;assembly;all
154;Esite * mRNAcodontyr * trnatyr;20;1;21;3295484.2;assembly;all
444;Asite * trnaser;2;2;4;3296258.3;assembly;all
36;Psite * mRNAcodonser * trnaser;28;28;56;3297248.3;assembly;all
146;Esite * mRNAcodonser * trnaser;20;1;21;3297248.3;assembly;all
3;Asite * mRNAcodonUAG * rf1;41;61;102;3308626.8;assembly;all
71;Asite * mRNAcodonUAA * rf1;41;61;102;3308626.8;assembly;all
76;Asite * mRNAcodonUGA * rf2;41;61;102;3309360.2;assembly;all
78;Asite * mRNAcodonUAA * rf2;41;61;102;3309360.2;assembly;all
7;Psite * mRNAcodoncys * peptide * trnacys;0;8;8;3335152.1;assembly;all
117;Psite * mRNAcodoncys * peptide - trnacys;20;20;40;3335152.1;assembly;all
161;Asite * mRNAcodoncys * peptide - trnacys;20;20;40;3335152.1;assembly;all
15;Psite * mRNAcodongly * peptide * trnagly;0;8;8;3335308.1;assembly;all
125;Psite * mRNAcodongly * peptide - trnagly;20;20;40;3335308.1;assembly;all
189;Asite * mRNAcodongly * peptide - trnagly;20;20;40;3335308.1;assembly;all
31;Psite * mRNAcodongln * peptide * trnagln;0;8;8;3335434;assembly;all
141;Psite * mRNAcodongln * peptide - trnagln;20;20;40;3335434;assembly;all
245;Asite * mRNAcodongln * peptide - trnagln;20;20;40;3335434;assembly;all
160;Asite * cystrna * eftu * gdp * mRNAcodoncys;1;20;21;3335678.1;assembly;all
21;Psite * mRNAcodonlys * peptide * trnalys;0;8;8;3335751.4;assembly;all
131;Psite * mRNAcodonlys * peptide - trnalys;20;20;40;3335751.4;assembly;all
210;Asite * mRNAcodonlys * peptide - trnalys;20;20;40;3335751.4;assembly;all
11;Psite * mRNAcodonglu * peptide * trnaglu;0;8;8;3335751.5;assembly;all
121;Psite * mRNAcodonglu * peptide - trnaglu;20;20;40;3335751.5;assembly;all
175;Asite * mRNAcodonglu * peptide - trnaglu;20;20;40;3335751.5;assembly;all
159;Asite * cystrna * eftu * gtp * mRNAcodoncys;1;1;2;3335758.1;assembly;all
37;Psite * mRNAcodonthr * peptide * trnathr;0;8;8;3335796.5;assembly;all
147;Psite * mRNAcodonthr * peptide - trnathr;20;20;40;3335796.5;assembly;all
266;Asite * mRNAcodonthr * peptide - trnathr;20;20;40;3335796.5;assembly;all
27;Psite * mRNAcodonasn * peptide * trnaasn;0;8;8;3335806.4;assembly;all
137;Psite * mRNAcodonasn * peptide - trnaasn;20;20;40;3335806.4;assembly;all
231;Asite * mRNAcodonasn * peptide - trnaasn;20;20;40;3335806.4;assembly;all
188;Asite * eftu * gdp * glytrna * mRNAcodongly;1;20;21;3335834.1;assembly;all
41;Psite * mRNAcodontrp * peptide * trnatrp;0;8;8;3335835.5;assembly;all
151;Psite * mRNAcodontrp * peptide - trnatrp;20;20;40;3335835.5;assembly;all
280;Asite * mRNAcodontrp * peptide - trnatrp;20;20;40;3335835.5;assembly;all
39;Psite * mRNAcodonval * peptide * trnaval;0;8;8;3335856.5;assembly;all
149;Psite * mRNAcodonval * peptide - trnaval;20;20;40;3335856.5;assembly;all
273;Asite * mRNAcodonval * peptide - trnaval;20;20;40;3335856.5;assembly;all
13;Psite * mRNAcodonphe * peptide * trnaphe;0;8;8;3335858;assembly;all
123;Psite * mRNAcodonphe * peptide - trnaphe;20;20;40;3335858;assembly;all
182;Asite * mRNAcodonphe * peptide - trnaphe;20;20;40;3335858;assembly;all
4;Psite * mRNAcodonala * peptide * trnaala;0;8;8;3335897.5;assembly;all
113;Psite * mRNAcodonala * peptide - trnaala;20;20;40;3335897.5;assembly;all
114;Asite * mRNAcodonala * peptide - trnaala;20;20;40;3335897.5;assembly;all
187;Asite * eftu * glytrna * gtp * mRNAcodongly;1;1;2;3335914.1;assembly;all
244;Asite * eftu * gdp * glntrna * mRNAcodongln;1;20;21;3335960;assembly;all
243;Asite * eftu * glntrna * gtp * mRNAcodongln;1;1;2;3336040;assembly;all
33;Psite * mRNAcodonarg * peptide * trnaarg;0;8;8;3336162.7;assembly;all
143;Psite * mRNAcodonarg * peptide - trnaarg;20;20;40;3336162.7;assembly;all
252;Asite * mRNAcodonarg * peptide - trnaarg;20;20;40;3336162.7;assembly;all
23;Psite * mRNAcodonmet * peptide * trnamet;0;8;8;3336175.7;assembly;all
133;Psite * mRNAcodonmet * peptide - trnamet;20;20;40;3336175.7;assembly;all
217;Asite * mRNAcodonmet * peptide - trnamet;20;20;40;3336175.7;assembly;all
297;Psite * mRNACodonMet * peptide * trnamet;2;0;2;3336175.7;assembly;all
9;Psite * mRNAcodonasp * peptide * trnaasp;0;8;8;3336188.6;assembly;all
119;Psite * mRNAcodonasp * peptide - trnaasp;20;20;40;3336188.6;assembly;all
168;Asite * mRNAcodonasp * peptide - trnaasp;20;20;40;3336188.6;assembly;all
29;Psite * mRNAcodonpro * peptide * trnapro;0;8;8;3336219.7;assembly;all
139;Psite * mRNAcodonpro * peptide - trnapro;20;20;40;3336219.7;assembly;all
238;Asite * mRNAcodonpro * peptide - trnapro;20;20;40;3336219.7;assembly;all
19;Psite * mRNAcodonile * peptide * trnaile;0;8;8;3336228.7;assembly;all
129;Psite * mRNAcodonile * peptide - trnaile;20;20;40;3336228.7;assembly;all
203;Asite * mRNAcodonile * peptide - trnaile;20;20;40;3336228.7;assembly;all
209;Asite * eftu * gdp * lystrna * mRNAcodonlys;1;20;21;3336277.4;assembly;all
174;Asite * eftu * gdp * glutrna * mRNAcodonglu;1;20;21;3336277.5;assembly;all
265;Asite * eftu * gdp * mRNAcodonthr * thrtrna;1;20;21;3336322.5;assembly;all
230;Asite * asntrna * eftu * gdp * mRNAcodonasn;1;20;21;3336332.4;assembly;all
208;Asite * eftu * gtp * lystrna * mRNAcodonlys;1;1;2;3336357.4;assembly;all
173;Asite * eftu * glutrna * gtp * mRNAcodonglu;1;1;2;3336357.5;assembly;all
279;Asite * eftu * gdp * mRNAcodontrp * trptrna;1;20;21;3336361.5;assembly;all
272;Asite * eftu * gdp * mRNAcodonval * valtrna;1;20;21;3336382.5;assembly;all
181;Asite * eftu * gdp * mRNAcodonphe * phetrna;1;20;21;3336384;assembly;all
264;Asite * eftu * gtp * mRNAcodonthr * thrtrna;1;1;2;3336402.5;assembly;all
229;Asite * asntrna * eftu * gtp * mRNAcodonasn;1;1;2;3336412.4;assembly;all
112;Asite * alatrna * eftu * gdp * mRNAcodonala;1;20;21;3336423.5;assembly;all
278;Asite * eftu * gtp * mRNAcodontrp * trptrna;1;1;2;3336441.5;assembly;all
271;Asite * eftu * gtp * mRNAcodonval * valtrna;1;1;2;3336462.5;assembly;all
180;Asite * eftu * gtp * mRNAcodonphe * phetrna;1;1;2;3336464;assembly;all
111;Asite * alatrna * eftu * gtp * mRNAcodonala;1;1;2;3336503.5;assembly;all
216;Asite * eftu * emettrna * gdp * mRNAcodonmet;1;20;21;3336627.6;assembly;all
251;Asite * argtrna * eftu * gdp * mRNAcodonarg;1;20;21;3336688.7;assembly;all
215;Asite * eftu * emettrna * gtp * mRNAcodonmet;1;1;2;3336707.6;assembly;all
167;Asite * asptrna * eftu * gdp * mRNAcodonasp;1;20;21;3336714.6;assembly;all
237;Asite * eftu * gdp * mRNAcodonpro * protrna;1;20;21;3336745.7;assembly;all
202;Asite * eftu * gdp * iletrna * mRNAcodonile;1;20;21;3336754.7;assembly;all
250;Asite * argtrna * eftu * gtp * mRNAcodonarg;1;1;2;3336768.7;assembly;all
166;Asite * asptrna * eftu * gtp * mRNAcodonasp;1;1;2;3336794.6;assembly;all
236;Asite * eftu * gtp * mRNAcodonpro * protrna;1;1;2;3336825.7;assembly;all
201;Asite * eftu * gtp * iletrna * mRNAcodonile;1;1;2;3336834.7;assembly;all
25;Psite * mRNAcodonleu * peptide * trnaleu;0;8;8;3337692.8;assembly;all
135;Psite * mRNAcodonleu * peptide - trnaleu;20;20;40;3337692.8;assembly;all
224;Asite * mRNAcodonleu * peptide - trnaleu;20;20;40;3337692.8;assembly;all
17;Psite * mRNAcodonhis * peptide * trnahis;0;8;8;3338684.2;assembly;all
43;Psite * mRNAcodontyr * peptide * trnatyr;0;8;8;3338684.2;assembly;all
127;Psite * mRNAcodonhis * peptide - trnahis;20;20;40;3338684.2;assembly;all
153;Psite * mRNAcodontyr * peptide - trnatyr;20;20;40;3338684.2;assembly;all
196;Asite * mRNAcodonhis * peptide - trnahis;20;20;40;3338684.2;assembly;all
287;Asite * mRNAcodontyr * peptide - trnatyr;20;20;40;3338684.2;assembly;all
195;Asite * eftu * gdp * histrna * mRNAcodonhis;1;20;21;3339210.2;assembly;all
286;Asite * eftu * gdp * mRNAcodontyr * tyrtrna;1;20;21;3339210.2;assembly;all
194;Asite * eftu * gtp * histrna * mRNAcodonhis;1;1;2;3339290.2;assembly;all
285;Asite * eftu * gtp * mRNAcodontyr * tyrtrna;1;1;2;3339290.2;assembly;all
223;Asite * eftu * gdp * leutrna * mRNAcodonleu;1;20;21;3339993.6;assembly;all
222;Asite * eftu * gtp * leutrna * mRNAcodonleu;1;1;2;3340073.6;assembly;all
35;Psite * mRNAcodonser * peptide * trnaser;0;8;8;3340448.3;assembly;all
